chr	start	end	V4	V6
chr1	78354199	78409578	NM_144573	+
chr1	78511588	78603112	NM_017655	+
chr1	78245308	78345225	NM_198549	+
chr1	78245308	78345225	NM_001270384	+
chr1	78695282	78835147	NR_027310	+
chr1	79355448	79472495	NM_022159	-
chr1	81001439	81112473	NR_125940	+
chr1	81001439	81112473	NR_125941	+
chr1	82165454	82458422	NM_001297704	+
chr1	82266081	82458422	NM_001297705	+
chr1	82266081	82458422	NM_012302	+
chr1	82266081	82458422	NM_001297706	+
chr1	84768333	84816481	NM_001134664	+
chr1	84767288	84816481	NM_001134663	+
chr1	84259597	84379059	NR_049805	-
chr1	84335056	84464833	NM_024686	-
chr1	84543657	84704181	NM_002731	+
chr1	84629866	84704181	NM_001242858	+
chr1	84629866	84704181	NM_001242857	+
chr1	84647314	84704181	NM_001242862	+
chr1	84630322	84704181	NM_001242860	+
chr1	84267198	84326229	NR_119374	-
chr1	84764048	84816481	NM_001010971	+
chr1	84041470	84326679	NR_119375	-
chr1	84609930	84704181	NM_182948	+
chr1	84629866	84704181	NM_001242859	+
chr1	84630322	84704181	NM_001242861	+
chr1	85715636	85725355	NM_198077	-
chr1	85784167	85930889	NM_012137	-
chr1	85063646	85086714	NR_125761	-
chr1	85527980	85598821	NM_145172	+
chr1	85279085	85358896	NM_012152	-
chr1	85391265	85462796	NM_153259	-
chr1	85715636	85725355	NR_024113	-
chr1	85527980	85598821	NM_001288563	+
chr1	86889768	86922240	NM_006536	+
chr1	86194915	86622121	NM_152890	-
chr1	87380334	87564125	NM_001134492	+
chr1	87380334	87575681	NM_012262	+
chr1	87678351	87717014	NM_001290053	+
chr1	89990396	90063420	NM_001134476	+
chr1	90024271	90063420	NM_015350	+
chr1	89149921	89301938	NM_006256	+
chr1	89646830	89664633	NM_052941	-
chr1	89517986	89531043	NM_002053	-
chr1	90287479	90401989	NM_018103	+
chr1	90286572	90401989	NM_001134479	+
chr1	91726322	91870426	NM_001017975	-
chr1	92764521	92853732	NM_024813	+
chr1	92974252	93257961	NM_005665	-
chr1	93913687	94020218	NM_001164473	+
chr1	93913687	94020218	NM_017737	+
chr1	93544791	93604638	NM_001164393	+
chr1	93544791	93604638	NM_001164392	+
chr1	93544791	93604638	NM_001164391	+
chr1	93544791	93604638	NM_007358	+
chr1	94027342	94147394	NM_003567	-
chr1	93646272	93744287	NM_206886	+
chr1	94027342	94146926	NM_001261409	-
chr1	94027342	94312706	NM_001261408	-
chr1	93913687	94020218	NM_001024948	+
chr1	95285897	95360803	NM_001258342	+
chr1	95285897	95360803	NM_001258341	+
chr1	95285897	95360803	NM_001258343	+
chr1	95286099	95360803	NM_152369	+
chr1	95285897	95360803	NM_001114106	+
chr1	94883932	94984219	NM_002858	+
chr1	94458393	94586705	NM_000350	-
chr1	94883932	94944260	NM_001122674	+
chr1	95123088	95285837	NR_104131	-
chr1	95285897	95360803	NM_001258340	+
chr1	95286099	95360803	NM_001301079	+
chr1	95583478	95710509	NM_001199691	+
chr1	95940292	95944912	NR_033966	+
chr1	95628774	95699538	NR_125948	-
chr1	95628774	95699538	NR_125949	-
chr1	97187160	97280605	NM_001300988	+
chr1	97187160	97280605	NM_001300985	+
chr1	96719624	96839681	NR_110693	-
chr1	97187160	97280605	NM_001300989	+
chr1	97187160	97280605	NM_001300986	+
chr1	97187160	97280605	NM_001300987	+
chr1	97187160	97280605	NM_001300990	+
chr1	97187160	97280605	NM_021190	+
chr1	97188193	97280605	NR_125356	+
chr1	97187160	97280605	NR_125357	+
chr1	97543299	98386615	NM_000110	-
chr1	98185313	98386615	NM_001160301	-
chr1	97561478	97788511	NR_046590	+
chr1	99127235	99226056	NM_015976	+
chr1	99127235	99226056	NM_152238	+
chr1	99469831	99614408	NR_033940	+
chr1	99127235	99226056	NR_033716	+
chr1	98676266	98738214	NR_046088	+
chr1	100111430	100160097	NM_017734	+
chr1	100503788	100548929	NM_033055	+
chr1	99729847	99775138	NM_001166252	+
chr1	99729847	99775138	NM_014839	+
chr1	101185195	101204601	NM_001078	+
chr1	100818022	100965021	NM_033312	+
chr1	100818022	100950926	NM_033313	+
chr1	100818022	100985833	NM_003672	+
chr1	101185195	101204601	NM_080682	+
chr1	101185195	101204601	NM_001199834	+
chr1	102268122	102462790	NM_058170	-
chr1	102268122	102462790	NM_001288823	-
chr1	102268122	102462790	NR_110210	-
chr1	102268122	102462790	NR_110211	-
chr1	103342022	103574052	NM_001854	-
chr1	103342022	103574052	NM_080630	-
chr1	103342022	103574052	NM_001190709	-
chr1	103342022	103574052	NM_080629	-
chr1	104068577	104097859	NM_017619	+
chr1	104198140	104207173	NM_001008221	+
chr1	104198301	104207173	NM_004038	+
chr1	104198324	104207172	NM_001008218	+
chr1	104198302	104207172	NM_001008219	+
chr1	108113781	108231126	NM_001079874	-
chr1	108113781	108507545	NM_006113	-
chr1	108507064	108537229	NR_046653	+
chr1	109834986	109849663	NM_001265613	-
chr1	109512837	109584850	NM_014969	-
chr1	109512837	109584850	NM_001142550	-
chr1	109419602	109473044	NM_013296	+
chr1	109656584	109749403	NM_020775	+
chr1	109656584	109749403	NM_001267048	+
chr1	109289284	109352148	NM_007269	+
chr1	109656584	109749403	NM_001284352	+
chr1	109512837	109584850	NM_001142551	-
chr1	109834986	109849663	NM_001010985	-
chr1	110753335	110776674	NR_036437	+
chr1	110230417	110236367	NM_000561	+
chr1	110881944	110889303	NM_022768	+
chr1	110881944	110889303	NM_001201545	+
chr1	110230417	110236367	NM_146421	+
chr1	110753335	110776674	NM_004978	+
chr1	110753335	110776674	NM_001039574	+
chr1	111659953	111682838	NM_178454	-
chr1	112025969	112106625	NM_001302680	-
chr1	112025969	112106625	NM_001081976	-
chr1	113066140	113162040	NM_017744	-
chr1	113066140	113162040	NM_138728	-
chr1	112318453	112531777	NM_172198	-
chr1	113084412	113162040	NM_138729	-
chr1	112938799	113003786	NM_018704	+
chr1	113066140	113162040	NM_138727	-
chr1	112318453	112531777	NM_004980	-
chr1	113615830	113667342	NM_014813	+
chr1	113933474	114228545	NM_152900	+
chr1	113933474	114228545	NM_001142782	+
chr1	113362790	113393265	NR_103746	-
chr1	114935398	115053781	NM_015906	-
chr1	114935398	115053781	NM_033020	-
chr1	115127195	115212732	NM_198459	-
chr1	114631913	114695062	NM_205848	-
chr1	115127195	115212732	NM_001256404	-
chr1	114399256	114443859	NR_037864	+
chr1	114419435	114430169	NM_001010922	-
chr1	114631913	114696472	NM_001270805	-
chr1	114355233	114443859	NR_125965	+
chr1	115397423	115537990	NM_003176	+
chr1	115590632	115632121	NM_005725	-
chr1	115828536	115880857	NM_002506	-
chr1	116242625	116311426	NM_001232	-
chr1	115397423	115537990	NM_001282541	+
chr1	115397423	115537990	NM_001282542	+
chr1	115397423	115537990	NR_104211	+
chr1	117297085	117311851	NM_001767	+
chr1	117117019	117209578	NM_001542	-
chr1	116519118	116612675	NM_018420	+
chr1	117117019	117210377	NM_001007237	-
chr1	116915794	116947396	NM_000701	+
chr1	117544371	117579173	NM_004258	+
chr1	117686208	117746458	NM_001253849	-
chr1	117544371	117579173	NM_001256106	+
chr1	117910084	118068320	NM_006699	+
chr1	117686208	117753582	NM_024626	-
chr1	117544371	117579173	NM_001256111	+
chr1	117544371	117579173	NM_001256109	+
chr1	117686208	117753582	NR_045604	-
chr1	117686208	117753582	NR_045603	-
chr1	117686208	117753582	NM_001253850	-
chr1	117568103	117602112	NR_110786	-
chr1	118496287	118727848	NM_206996	-
chr1	119573838	119683295	NM_015836	-
chr1	119573838	119683295	NM_201263	-
chr1	119911398	119936753	NM_001005783	+
chr1	119911398	119936753	NM_016527	+
chr1	119683018	119818596	NR_125975	+
chr1	120839004	120855681	NM_001100910	+
chr1	121107151	121131061	NR_120535	+
chr1	121102016	121139765	NR_104189	-
chr1	144298163	144340759	NR_109754	-
chr1	144298163	144340759	NR_024511	-
chr1	144298163	144341756	NR_024584	-
chr1	144298163	144340759	NR_024510	-
chr1	144300467	144341077	NR_111951	-
chr1	144300467	144341077	NR_111952	-
chr1	144300467	144341077	NR_111953	-
chr1	144951760	144997111	NM_001195260	-
chr1	145209112	145286270	NM_203458	+
chr1	144851423	144995033	NM_001198834	-
chr1	144951760	144995082	NM_001195261	-
chr1	144951760	145076186	NM_022359	-
chr1	145610989	145689005	NM_014455	+
chr1	144851423	145039995	NM_001198832	-
chr1	144851423	144995033	NM_014644	-
chr1	145096406	145116997	NM_004892	+
chr1	145477066	145501669	NM_153713	+
chr1	145289769	145370303	NR_104217	+
chr1	144890590	144995033	NM_001002812	-
chr1	144951760	144995033	NM_001002810	-
chr1	146373856	146467639	NM_001278141	+
chr1	146655883	146697230	NM_001144829	-
chr1	146657839	146697230	NM_001144830	-
chr1	146657839	146697230	NM_001461	-
chr1	145827204	146467743	NR_104217	+
chr1	147574322	147624469	NR_046188	-
chr1	147680369	147719342	NR_120331	-
chr1	147400505	147465753	NM_016334	+
chr1	146853913	146989699	NR_038423	-
chr1	147013270	147098020	NM_004326	+
chr1	147574322	147608092	NM_001101663	-
chr1	147574322	147624469	NM_183372	-
chr1	147574322	147624469	NR_110864	-
chr1	149287450	149291743	NR_111934	+
chr1	149553002	149553787	NM_001135789	+
chr1	149553002	149553787	NM_001143883	+
chr1	149287129	149291743	NR_111933	+
chr1	150594598	150602098	NM_207042	-
chr1	150459839	150480085	NM_025150	+
chr1	150595753	150602098	NM_207044	-
chr1	150594598	150602098	NM_004436	-
chr1	150039349	150117505	NM_007259	+
chr1	150336586	150449041	NM_015203	+
chr1	150336586	150449041	NM_001297673	+
chr1	150702671	150738433	NM_004079	-
chr1	150039724	150117505	NM_001279355	+
chr1	150702671	150738433	NM_001199739	-
chr1	150459839	150480085	NM_001271895	+
chr1	150599521	150602098	NM_207168	-
chr1	150595753	150602098	NM_207043	-
chr1	150336586	150449041	NM_001297674	+
chr1	150459839	150480085	NM_001271896	+
chr1	150039724	150117505	NR_103998	+
chr1	150039724	150117505	NM_001279354	+
chr1	150459839	150480085	NR_073514	+
chr1	150459839	150480085	NR_073513	+
chr1	150039349	150117505	NM_001279353	+
chr1	151512780	151556059	NM_020127	+
chr1	151254790	151264381	NM_020832	+
chr1	151375199	151431941	NM_001194938	-
chr1	151584661	151671559	NM_030918	+
chr1	151512780	151556059	NM_001126337	+
chr1	151512784	151556053	NM_001301317	+
chr1	151375199	151431941	NM_145796	-
chr1	151778546	151798553	NM_001001523	-
chr1	151778546	151804348	NM_005060	-
chr1	151375199	151431941	NM_015100	-
chr1	151375199	151431941	NM_001194937	-
chr1	151375199	151414681	NM_207171	-
chr1	152285934	152339168	NR_103778	+
chr1	153606457	153618782	NM_015607	+
chr1	153965167	154127592	NM_001159484	-
chr1	153777202	153895451	NM_020699	-
chr1	153606457	153618782	NM_001206612	+
chr1	153965167	154127592	NM_207308	-
chr1	153606457	153618782	NM_001244664	+
chr1	154669941	154832338	NM_170782	-
chr1	154916558	154928567	NM_020524	-
chr1	154669941	154842754	NM_001204087	-
chr1	154377668	154441926	NM_000565	+
chr1	154377668	154410561	NM_001206866	+
chr1	155051347	155060014	NM_004952	+
chr1	154377668	154441926	NM_181359	+
chr1	154669941	154842754	NM_002249	-
chr1	156095907	156107657	NM_001282624	+
chr1	156052336	156107657	NM_001282625	+
chr1	156084460	156107657	NM_005572	+
chr1	155579960	155584758	NR_046292	+
chr1	155579960	155584758	NR_046295	+
chr1	155579960	155584758	NR_046294	+
chr1	155579960	155584758	NM_018116	+
chr1	155579978	155584616	NR_024117	+
chr1	156084460	156109880	NM_170708	+
chr1	156084460	156109880	NM_170707	+
chr1	155579960	155584758	NM_001256533	+
chr1	156084460	156109880	NM_001282626	+
chr1	155579960	155584758	NR_046293	+
chr1	155579960	155584758	NM_001256532	+
chr1	155305051	155532324	NM_018489	-
chr1	156095907	156109880	NM_001257374	+
chr1	155829259	155854990	NM_152280	+
chr1	155996957	156132001	NR_107005	-
chr1	156495196	156542396	NM_178229	-
chr1	156890423	156902880	NM_144702	+
chr1	156737273	156770609	NM_005973	+
chr1	157543538	157567870	NM_031282	-
chr1	157800703	157811634	NM_005894	-
chr1	158979681	159024945	NM_005531	+
chr1	158979681	159024945	NM_001206567	+
chr1	158580495	158656506	NM_003126	-
chr1	160258376	160313354	NM_004371	-
chr1	160007256	160040051	NM_002241	-
chr1	159896828	159915386	NM_001135050	-
chr1	159896828	159915386	NM_020789	-
chr1	160258376	160313354	NM_001098398	-
chr1	160160284	160171676	NM_001231	+
chr1	159770300	159786047	NM_001284217	+
chr1	159772172	159786047	NM_001004310	+
chr1	160799949	160832692	NM_016382	-
chr1	160799949	160832692	NM_001166663	-
chr1	160799949	160832692	NM_001166664	-
chr1	161070345	161087866	NM_012394	-
chr1	162039580	162339813	NM_014697	+
chr1	162039580	162339813	NM_001164757	+
chr1	161736033	161933860	NM_007348	+
chr1	163291722	163325553	NM_031423	+
chr1	163112088	163291581	NM_001254748	-
chr1	163291722	163325553	NM_145697	+
chr1	162602227	162750247	NM_006182	+
chr1	162602227	162750247	NM_001014796	+
chr1	165370158	165414592	NM_001256570	-
chr1	165370158	165414592	NM_006917	-
chr1	165171103	165325478	NM_001174069	-
chr1	165446078	165551341	NR_026744	-
chr1	165406164	165414592	NR_033824	-
chr1	165171103	165325952	NM_177398	-
chr1	166573152	166594473	NR_002925	+
chr1	165796731	165880855	NM_012474	+
chr1	166039255	166135958	NM_001017961	-
chr1	166958325	166991449	NM_001286377	+
chr1	166958325	166991449	NM_032858	+
chr1	167190065	167396582	NM_002697	+
chr1	167298280	167396582	NM_001198783	+
chr1	166944818	166991449	NM_001286378	+
chr1	167190065	167396582	NM_001198786	+
chr1	167599473	167675486	NM_052862	+
chr1	167190122	167396582	NR_037163	+
chr1	167905796	168045083	NM_018442	+
chr1	167885912	167905439	NR_026550	-
chr1	167885912	167906307	NM_001143674	-
chr1	168148082	168171351	NM_152902	+
chr1	167905796	168045083	NM_001198956	+
chr1	168664694	168698442	NM_001937	-
chr1	167905796	168045083	NM_001198957	+
chr1	167885912	167906307	NM_015415	-
chr1	167905796	168045083	NM_001017977	+
chr1	169337193	169365780	NM_003666	+
chr1	169101767	169337201	NM_013330	-
chr1	169075946	169101960	NM_001677	+
chr1	169101767	169337201	NM_197972	-
chr1	169101767	169337201	NR_104229	-
chr1	168873142	169056243	NR_104091	-
chr1	170633312	170708541	NM_022716	+
chr1	169890469	170043879	NM_014970	-
chr1	169890469	170038056	NM_001204517	-
chr1	169890469	170043879	NM_001204516	-
chr1	170633312	170708541	NM_006902	+
chr1	169890469	170043879	NM_001204514	-
chr1	170115187	170136923	NM_001136107	+
chr1	171283485	171311223	NM_002022	+
chr1	171669295	171711379	NM_003762	-
chr1	171669295	171711379	NM_001185127	-
chr1	171669295	171711379	NR_033704	-
chr1	171154346	171181822	NM_001301347	+
chr1	171154346	171181822	NM_001460	+
chr1	173386927	173430501	NR_125960	-
chr1	173469603	173572233	NM_178527	-
chr1	173793796	173827682	NM_018122	+
chr1	173204198	173446294	NR_037845	-
chr1	173900221	173962210	NM_001300850	-
chr1	173900221	173962210	NM_001300852	-
chr1	173900221	173962210	NM_172071	-
chr1	173900221	173962210	NM_001300851	-
chr1	174769034	174964445	NM_001243765	+
chr1	174968891	174981163	NM_014412	+
chr1	174128551	174927327	NM_014857	+
chr1	174844655	174927327	NM_001035230	+
chr1	174843523	174927327	NM_001243763	+
chr1	174968570	174981163	NM_001007214	+
chr1	175291934	175712752	NM_003285	-
chr1	176432306	176811970	NM_020318	+
chr1	176432306	176660341	NM_021936	+
chr1	176830199	177134040	NM_004319	-
chr1	176837953	177134040	NM_207108	-
chr1	176826440	177134040	NM_001286164	-
chr1	177975274	178007142	NR_037167	-
chr1	179068461	179198819	NM_007314	-
chr1	178995073	179045702	NM_014864	+
chr1	178694281	178890977	NM_152663	+
chr1	179068461	179198819	NM_001168238	-
chr1	179068461	179198819	NM_001168237	-
chr1	179068461	179198819	NM_001168236	-
chr1	179079715	179198819	NM_001136001	-
chr1	178310605	178448648	NM_004841	+
chr1	178694281	178890977	NM_001286247	+
chr1	179560756	179660407	NM_173533	+
chr1	179560756	179660407	NM_001199085	+
chr1	179334854	179523870	NM_144696	+
chr1	180199432	180244188	NM_033343	+
chr1	179809101	179846941	NM_001199260	-
chr1	179560747	179660407	NM_001199091	+
chr1	179560988	179660407	NM_001199089	+
chr1	179809101	179846941	NM_145034	-
chr1	179828164	179846941	NM_022347	-
chr1	179923907	180084015	NM_014810	+
chr1	179335106	179523870	NR_073544	+
chr1	181002560	181031074	NM_001531	+
chr1	181002560	181031074	NM_001194999	+
chr1	181002560	181031074	NM_001195000	+
chr1	180601145	180859415	NM_004736	+
chr1	181002560	181031074	NM_001195035	+
chr1	180601145	180859415	NM_001135669	+
chr1	181452685	181775921	NM_000721	+
chr1	181452685	181775921	NM_001205294	+
chr1	181452685	181775921	NM_001205293	+
chr1	182173079	182283196	NR_104175	-
chr1	182992594	183114727	NM_002293	+
chr1	182808438	182857117	NM_001357	+
chr1	183217371	183387634	NM_015039	-
chr1	183217371	183274009	NM_170706	-
chr1	182808438	182857117	NR_033302	+
chr1	183605181	183897685	NM_001297669	+
chr1	183605181	183897685	NM_001297670	+
chr1	183774214	183897685	NM_001297672	+
chr1	183605181	183897685	NM_015149	+
chr1	183774214	183897685	NM_001297671	+
chr1	184020784	184043344	NM_001127394	+
chr1	184020784	184043344	NM_001300764	+
chr1	184020784	184043344	NM_001300766	+
chr1	184020784	184043344	NM_052965	+
chr1	184020784	184043344	NR_023349	+
chr1	184020784	184043344	NR_125335	+
chr1	184659624	184724041	NM_025191	-
chr1	184760158	184943718	NM_052966	-
chr1	185126191	185260913	NM_001105518	+
chr1	185126290	185260913	NM_017673	+
chr1	186344889	186390503	NM_017847	+
chr1	186344889	186390503	NM_001164246	+
chr1	186344889	186390503	NM_001164245	+
chr1	185703682	186160085	NM_031935	+
chr1	186198963	186281028	NR_046941	-
chr1	186029866	186446655	NR_031642	-
chr1	186798031	186958113	NM_024420	+
chr1	187061973	187329376	NR_126347	+
chr1	190594019	190770788	NR_033922	+
chr1	190066796	190446759	NM_199051	-
chr1	190447389	190450524	NR_110716	+
chr1	192127591	192154945	NM_130782	+
chr1	193091087	193223942	NM_024529	+
chr1	193273874	193335083	NR_125789	+
chr1	193065594	193075244	NM_016066	-
chr1	193065594	193074608	NM_197962	-
chr1	193065594	193075187	NM_001243399	-
chr1	196857143	196887843	NM_001201551	+
chr1	196194909	196577561	NM_198503	-
chr1	196857143	196887843	NM_006684	+
chr1	196857143	196887843	NM_001201550	+
chr1	196194909	196577561	NM_001287820	-
chr1	196194909	196577561	NM_001287819	-
chr1	197473878	197744623	NM_001195215	-
chr1	197237333	197447585	NM_201253	+
chr1	197237333	197447585	NM_001193640	+
chr1	197237333	197447585	NR_047564	+
chr1	197170591	197447585	NM_001257965	+
chr1	197237333	197447585	NM_001257966	+
chr1	197521384	197744623	NM_144977	-
chr1	197473878	197744623	NR_125340	-
chr1	197521384	197744623	NM_001300858	-
chr1	197237333	197447585	NR_047563	+
chr1	198608097	198726605	NM_002838	+
chr1	198777131	198906558	NR_040073	-
chr1	198961717	198988093	NR_110525	-
chr1	198608097	198726605	NM_080921	+
chr1	199996729	200146550	NM_003822	+
chr1	200011952	200146550	NM_001276464	+
chr1	199996729	200146550	NM_205860	+
chr1	201008639	201081694	NM_000069	-
chr1	201159952	201198080	NM_001164586	+
chr1	200708685	200829835	NM_203459	+
chr1	200708685	200829835	NM_001297707	+
chr1	200520624	200589862	NM_014875	-
chr1	200708685	200829835	NM_001297708	+
chr1	201657383	201798687	NR_046696	-
chr1	201452657	201465701	NM_001193572	-
chr1	201979689	201986315	NM_004433	+
chr1	201708962	201796102	NM_001167738	+
chr1	201617449	201796102	NM_020443	+
chr1	201452657	201475967	NM_001193571	-
chr1	201452657	201476387	NM_004078	-
chr1	202172904	202288889	NM_021636	+
chr1	202102531	202113871	NM_138795	-
chr1	201798287	201853422	NM_018085	+
chr1	202102531	202113871	NM_001256129	-
chr1	202183282	202288889	NM_001017404	+
chr1	202163117	202288889	NM_001017403	+
chr1	201452657	201476387	NM_001193570	-
chr1	201979689	201986315	NM_001114309	+
chr1	202431870	202557697	NM_032104	+
chr1	202431870	202557697	NM_032103	+
chr1	202559724	202679551	NM_177402	-
chr1	202696531	202777549	NM_006618	-
chr1	203020310	203047864	NM_015053	+
chr1	204187978	204329057	NM_014935	-
chr1	204042245	204096871	NM_005686	+
chr1	203764750	203823256	NM_014827	+
chr1	203595914	203713209	NM_001001396	+
chr1	203595914	203713209	NM_001684	+
chr1	205350505	205391214	NM_001199052	-
chr1	205111630	205180727	NM_015375	-
chr1	204797781	204946274	NM_001160333	+
chr1	204797781	204946274	NM_001005389	+
chr1	205350505	205391214	NR_037583	-
chr1	204797781	204991950	NM_001160332	+
chr1	204586302	204654481	NM_006338	-
chr1	204586302	204654597	NM_201630	-
chr1	205350505	205391214	NM_001199050	-
chr1	205350505	205391214	NM_001199051	-
chr1	204797781	204991950	NM_015090	+
chr1	205111630	205180727	NM_199462	-
chr1	205350505	205391214	NM_001001552	-
chr1	204797781	204991950	NM_001005388	+
chr1	207076630	207095378	NM_001142473	-
chr1	207217193	207226325	NM_001276320	-
chr1	206680862	206762616	NM_182664	+
chr1	207076630	207095235	NM_001193338	-
chr1	207076630	207095378	NM_005449	-
chr1	206680862	206762616	NM_182663	+
chr1	207818457	207897036	NM_175710	+
chr1	207669472	207815110	NM_000573	+
